,AD_Ratio,Date,Stock1,Stock2,Stock3,Stock4,Stock5
0,0.414634146,2020-05-04 09:15:00+05:30,MANAPPURAM,MUTHOOTFIN,ALKEM,L&TFH,M&MFIN
1,0.2700729927007299,2020-05-05 09:15:00+05:30,CHOLAFIN,BHEL,ICICIGI,APOLLOTYRE,PIDILITIND
2,0.5,2020-05-08 09:15:00+05:30,TORNTPOWER,BHARATFORG,NTPC,APOLLOTYRE,M&M
3,0.392,2020-05-12 09:15:00+05:30,GAIL,DEEPAKNTR,JINDALSTEL,STAR,SRTRANSFIN
4,0.3181818181818182,2020-05-13 09:15:00+05:30,VEDL,VOLTAS,MARUTI,INDIAMART,NTPC
5,0.0875,2020-05-18 09:15:00+05:30,CHOLAFIN,M&MFIN,SRTRANSFIN,IDEA,ZEEL
6,1.32,2020-05-19 09:15:00+05:30,UPL,COROMANDEL,HINDPETRO,BANDHANBNK,IRCTC
7,0.7755102040816326,2020-05-27 09:15:00+05:30,TORNTPHARM,MPHASIS,PIIND,ABFRL,IGL
8,0.6893203883495146,2020-06-03 09:15:00+05:30,INDUSTOWER,IDEA,OFSS,PEL,EXIDEIND
9,0.4146341463414634,2020-06-04 09:15:00+05:30,ABFRL,CHOLAFIN,PEL,MCX,RBLBANK
10,0.5,2020-06-10 09:15:00+05:30,GODREJCP,GAIL,ONGC,PEL,BHEL
11,0.3181818181818182,2020-06-15 09:15:00+05:30,AARTIIND,SRTRANSFIN,NMDC,IDEA,APOLLOTYRE
12,0.45,2020-06-16 09:15:00+05:30,TATAMOTORS,SRTRANSFIN,AXISBANK,INDUSINDBK,RBLBANK
13,0.7575757575757576,2020-06-19 09:15:00+05:30,IDEA,BHEL,ABFRL,HDFC,PIIND
14,0.8709677419354839,2020-06-23 09:15:00+05:30,GLENMARK,IBULHSGFIN,CHOLAFIN,CANFINHOME,MUTHOOTFIN
15,0.1447368421052631,2020-06-29 09:15:00+05:30,IBULHSGFIN,CONCOR,INDUSTOWER,GRANULES,PEL
16,0.4262295081967213,2020-06-30 09:15:00+05:30,IDEA,IBULHSGFIN,BANDHANBNK,DEEPAKNTR,RBLBANK
17,0.5130434782608696,2020-07-02 09:15:00+05:30,AXISBANK,BHARATFORG,BAJFINANCE,IRCTC,CHOLAFIN
18,0.6571428571428571,2020-07-03 09:15:00+05:30,AUBANK,BANDHANBNK,RBLBANK,HINDALCO,IBULHSGFIN
19,0.6730769230769231,2020-07-08 09:15:00+05:30,HAL,ABFRL,ZEEL,BOSCHLTD,BAJFINANCE
20,0.6261682242990654,2020-07-13 09:15:00+05:30,SYNGENE,BIOCON,IDEA,NAM-INDIA,SAIL
21,0.7058823529411765,2020-07-14 09:15:00+05:30,INDIGO,BHEL,METROPOLIS,L&TFH,IBULHSGFIN
22,0.6893203883495146,2020-07-21 09:15:00+05:30,ASTRAL,CANFINHOME,WIPRO,MPHASIS,OFSS
23,0.8913043478260869,2020-07-23 09:15:00+05:30,M&MFIN,LTI,IEX,AXISBANK,JINDALSTEL
24,0.2167832167832167,2020-07-27 09:15:00+05:30,AUBANK,BANDHANBNK,L&TFH,IDFCFIRSTB,JUBLFOOD
25,0.6111111111111112,2020-07-28 09:15:00+05:30,PETRONET,COFORGE,PVR,SUNTV,AXISBANK
